20000001,1,1,52,2,1,1,0,2,33,544,190,443,456,219,243,1129
20000002,1,1,63,1,1,1,0,1,19,908,574,180,217,302,576,376
20000004,2,2,64,2,1,1,0,8,58,844,850,856,440,190,689,148
20000005,1,1,69,1,1,1,1,2,33,532,663,180,345,496,484,1517
20000007,1,1,68,1,1,1,1,2,33,530,444,912,495,1614,806,456
20000010,1,1,76,1,1,1,0,2,33,536,477,495,441,172,557,1533
20000011,1,1,47,1,1,1,1,1,7,376,460,172,1598,1378,1159,267
20000012,1,1,53,2,1,1,0,4,36,540,371,572,201,217,170,192
20000013,1,1,66,1,1,1,0,2,33,531,516,463,589,591,593,344
20000014,1,1,62,1,1,1,1,17,65,543,348,908,1158,440,232,646
20000015,1,1,62,1,1,1,0,2,34,303,440,190,493,1478,1441,1474
20000016,1,1,60,1,1,1,0,2,33,544,345,645,236,230,166,502
20000017,1,1,80,2,1,1,0,2,33,545,346,473,1486,443,190,161
20000018,1,1,73,1,1,1,4,9,25,20,287,635,906,869,201,484
20000019,1,1,61,1,1,1,2,3,63,1226,373,654,247,1443,1475,1478
20000020,1,1,54,2,1,1,1,2,33,544,343,908,448,565,1129,1121
20000021,3,2,57,2,1,1,0,2,34,309,247,459,1579,1624,1562,1565
20000022,1,1,67,2,1,1,0,2,28,321,1164,1568,440,190,654,1534
20000023,1,1,62,1,1,1,4,4,36,536,507,574,40,441,502,568
20000024,1,1,77,1,1,1,0,2,33,545,348,97,119,440,1158,819
20000027,1,1,54,2,1,1,0,2,35,399,549,1071,172,440,1538,1539
20000028,2,2,55,2,2,2,0,4,36,556,172,689,439,31,737,1581
20000029,1,1,51,2,1,1,2,2,33,524,342,1485,322,557,225,654
20000031,2,2,35,2,1,1,1,2,35,556,689,191,247,280,1566,1567
20000033,1,1,50,1,1,1,0,2,33,537,572,538,557,440,1123,190
20000034,1,1,67,2,1,1,1,2,33,544,573,440,557,190,172,689
20000036,1,1,66,2,1,1,19,4,36,505,537,631,674,908,199,201
20000038,1,1,75,1,2,2,0,2,28,551,1173,119,1158,1129,1157,1109
20000039,1,1,34,2,2,2,0,1,14,1130,1129,1087,1073,1485,440,654
20000040,1,1,56,1,1,1,0,2,33,541,348,235,557,544,1129,243
20000041,2,2,51,2,1,1,1,2,35,556,440,185,1523,1485,247,1538
20000042,1,1,60,1,1,1,0,2,33,545,348,493,1158,1157,1117,246
20000043,2,2,51,2,1,1,1,4,36,556,1525,440,183,190,145,427
20000045,1,1,42,2,1,1,2,3,63,1226,373,230,253,124,1167,1485
20000046,1,1,57,2,1,1,0,4,36,543,348,234,400,1486,441,172
20000048,2,2,59,2,1,1,3,9,23,1503,80,566,170,190,440,689
20000050,1,1,56,1,1,1,0,2,34,313,366,573,1384,1486,1487,31
20000054,2,2,71,1,3,1,0,2,34,306,440,254,396,1571,1584,1582
20000055,1,1,46,1,1,1,0,2,33,544,448,565,402,1086,816,868
20000058,1,1,80,2,1,1,0,2,33,536,343,557,456,1129,1156,1128
20000059,1,1,28,1,1,1,1,2,34,312,201,344,205,191,192,1072
20000060,1,1,59,2,1,1,1,7,54,230,1136,673,1140,1144,448,201
20000061,1,1,44,2,1,1,0,2,31,1163,225,427,247,1590,1591,1561
20000064,1,1,83,2,2,3,0,2,33,544,348,448,1486,166,1118,1129
20000068,2,2,64,2,3,1,5,8,59,1423,826,924,179,120,878,1343
20000069,1,1,41,2,1,1,0,2,34,1167,759,260,1153,440,109,868
20000071,3,2,58,2,1,1,0,2,32,514,373,374,217,440,654,246
