00000001,1,1,59,1,1,1,0,2,34,302,908,30,201,869,1179,109
00000004,1,1,64,2,1,1,0,11,3,450,440,582,1616,1556,1587,247
00000005,1,1,55,2,1,1,0,1,11,761,177,235,742,201,262,444
00000006,1,1,67,2,2,3,0,1,11,763,734,496,188,477,494,120
00000009,1,1,66,2,1,1,12,6,56,483,635,374,680,444,1526,924
00000010,1,1,70,2,1,1,0,2,33,544,924,348,1487,557,172,1113
00000011,1,1,64,1,1,1,0,7,54,220,119,126,602,742,732,109
00000013,1,1,37,2,2,3,0,5,37,967,944,958,946,1013,185,47
00000016,1,1,33,2,1,1,3,2,33,528,374,125,635,674,1135,454
00000018,2,1,34,2,1,1,0,5,37,969,1494,120,998,939,985,992
00000021,1,1,56,1,1,1,0,1,16,20,635,907,185,910,804,805
00000022,1,1,65,1,2,2,0,4,36,544,912,401,822,424,122,443
00000024,1,1,30,2,1,1,0,5,37,974,1002,959,935,1012,978,26
00000025,1,1,13,2,2,2,1,3,63,1208,1206,1218,1211,1213,1207,1165
00000026,4,1,61,1,1,1,16,3,63,1262,1224,1265,1408,673,655,1268
00000030,1,1,57,2,2,2,0,1,8,135,97,27,1613,879,1160,35
00000032,4,1,26,1,1,1,1,3,63,1291,1282,635,1270,1285,1284,1293
00000033,1,1,32,2,1,1,0,5,37,969,1494,973,1026,939,985,1502
00000034,1,1,21,2,2,3,0,5,37,952,120,955,1006,1494,1499,109
00000040,1,2,74,2,2,1,0,1,14,865,1277,260,877,812,819,808
00000043,1,1,31,2,2,1,0,5,37,1024,1494,940,984,654,1501,1583
00000045,1,1,68,1,3,1,1,3,63,1327,120,1325,1359,440,246,1450
00000046,1,1,36,2,1,1,0,1,12,755,696,758,192,440,1485,646
00000047,1,1,60,1,1,1,0,1,15,652,908,443,911,1485,358,868
00000048,1,1,30,2,1,1,0,1,8,113,635,192,144,1485,1592,1582
00000049,2,2,81,1,2,3,0,11,4,1072,1485,440,927,486,456,1538
00000050,1,1,52,1,2,3,0,1,16,20,776,663,602,742,200,908
00000051,1,1,53,1,2,3,0,7,54,228,516,793,889,226,646,440
00000052,2,2,15,2,2,3,0,13,48,1426,1068,120,1466,1111,811,1071
00000053,1,1,28,2,1,1,0,5,37,946,1494,1501,983,1006,1485,118
00000054,1,1,65,1,3,1,0,10,40,54,120,670,764,94,676,83
00000057,4,1,53,1,1,1,0,3,63,1274,1257,178,589,1260,713,591
00000059,1,1,84,1,1,1,1,1,16,20,177,908,199,201,361,1515
00000062,5,2,0,2,1,1,14,14,27,1497,1041,1059,1480,1039,1034,1037
00000063,1,1,57,2,1,1,1,1,17,154,682,635,371,908,1156,184
00000064,1,1,47,1,1,1,0,2,33,544,440,557,571,575,570,247
00000065,1,1,82,1,1,1,0,1,17,169,908,443,190,1377,927,112
00000066,1,1,66,2,1,1,0,7,53,253,908,170,443,915,247,654
00000067,1,1,57,1,2,1,0,1,16,20,497,674,655,236,229,472
00000068,1,1,76,2,1,1,0,11,5,457,497,674,574,477,441,486
00000069,4,1,40,1,1,1,0,3,63,1308,1219,332,1310,1358,357,247
00000070,1,1,50,1,1,1,10,1,9,579,483,674,901,655,20,908
00000071,1,1,37,1,1,1,0,1,17,150,908,1378,1599,247,1550,1545
00000072,1,1,67,2,2,1,0,3,63,1311,1312,1305,205,172,185,190
00000073,1,1,64,1,1,1,0,2,34,313,440,646,191,225,1180,882
00000074,1,1,60,2,1,1,0,13,50,885,908,110,170,111,773,171
00000075,1,1,32,2,1,1,0,1,8,137,126,742,614,134,740,738
00000076,1,1,48,1,2,3,1,7,54,229,371,655,1136,1140,1144,908
00000078,1,1,40,1,1,2,0,1,11,1194,1086,1487,341,1133,1439,1478
00000082,1,1,67,1,1,1,6,1,18,635,497,680,15,1176,908,663
00000086,1,1,37,2,2,3,0,5,37,967,975,936,1002,989,958,1013
00000087,1,1,31,1,2,3,6,7,54,229,655,674,561,908,869,201
00000088,1,1,57,2,3,1,0,1,7,1379,373,366,374,734,1135,368
00000089,1,1,55,1,2,3,0,3,63,1260,1273,1276,163,158,170,440
00000090,1,1,56,1,2,1,0,21,51,435,496,200,441,170,164,1536
00000100,1,1,74,1,3,1,0,2,30,295,214,876,1604,1506,1603,1567
00000101,1,1,31,1,1,1,0,3,63,1241,673,1408,1410,220,1468,1451
00000102,1,1,62,1,1,1,0,13,49,1422,443,1487,910,646,247,1564
00000103,1,1,53,2,1,1,0,11,5,445,497,678,914,645,1099,465
00000105,1,1,55,1,1,1,0,1,18,6,177,200,201,1517,1173,635
00000106,1,1,64,1,1,1,0,6,56,667,463,485,201,235,908,130
00000107,1,1,39,1,1,1,1,1,11,690,674,120,203,908,572,688
00000108,1,1,65,2,1,1,5,1,16,11,662,674,734,906,371,627
00000109,1,1,79,2,2,2,0,1,18,774,92,85,924,1173,1517,89
00000110,1,1,70,2,1,1,0,7,53,251,499,444,908,258,211,190
00000111,1,1,74,2,1,1,0,1,18,617,200,1086,440,802,824,124
00000112,1,1,61,2,1,1,0,1,18,635,674,177,645,200,65,1631
00000113,2,2,72,2,1,1,1,10,40,55,178,120,1517,83,642,191
00000115,4,1,49,1,1,1,3,3,63,1408,1292,1266,1283,1328,1219,1261
00000119,1,1,69,1,1,1,0,1,8,113,914,445,501,201,1629,204
00000120,2,2,67,2,1,1,0,10,40,53,472,496,441,481,1507,1538
00000121,1,1,21,1,1,1,1,3,63,1331,1266,1341,1347,1336,1313,1314
00000122,1,1,50,2,3,1,0,7,54,230,311,652,236,31,134,109
00000123,1,1,1,1,1,1,1,1,11,4,201,3,196,1188,654,1545
00000124,1,1,37,1,2,2,0,10,42,89,76,664,200,1173,1515,121
00000125,1,2,23,2,1,1,0,5,37,992,1494,1501,1013,1006,939,985
00000126,1,2,21,2,1,1,0,5,37,963,1494,1006,985,992,124,1501
00000127,1,1,31,1,1,1,1,1,19,908,371,200,201,1099,683,372
00000128,1,1,75,2,3,1,1,1,14,880,674,20,1176,635,371,177
00000131,1,1,95,1,3,1,2,2,32,510,373,374,20,1175,371,448
00000133,1,1,80,2,1,1,3,4,36,515,373,346,516,1158,1148,124
00000136,1,1,21,2,2,3,0,5,37,1032,23,1031,1463,1494,1498,971
00000137,1,1,61,1,2,3,13,4,36,532,18,1175,635,470,675,1140
00000138,1,1,38,2,2,2,0,3,63,1260,1218,1197,1139,1143,1145,247
00000141,1,1,56,1,1,1,0,1,12,755,230,496,729,441,124,133
00000142,1,1,86,1,1,1,0,11,5,453,635,675,674,177,500,448
00000144,1,1,52,1,1,1,0,1,18,627,497,1185,444,1525,797,42
00000145,1,1,58,2,1,1,0,1,8,114,906,442,913,128,893,456
00000148,2,2,87,1,3,1,1,10,43,67,683,1076,908,654,440,456
00000151,1,2,75,1,2,1,0,11,3,452,496,1485,456,172,441,190
00000153,1,1,8,1,1,1,0,1,11,716,196,613,654,1485,1597,1572
00000154,1,1,31,2,2,3,0,5,37,958,1494,986,120,984,1006,109
00000155,2,1,29,2,1,1,0,5,37,1003,30,1000,1238,1494,1487,1485
00000156,1,1,5,2,2,2,0,1,15,653,201,205,34,1485,1595,1593
00000160,4,1,80,2,3,1,1,3,63,1346,1302,120,1342,1485,1162,440
00000161,5,2,0,1,5,4,1,14,27,1496,1046,1480,1038,1033,1489,1042
00000166,1,1,70,2,3,1,0,12,6,1412,73,74,1085,1078,1080,873
00000169,1,1,33,2,1,1,0,5,37,945,966,997,936,992,1013,1006
00000170,4,1,61,2,2,2,0,3,63,1339,1218,580,190,440,1139,1143
00000171,1,1,64,2,1,1,1,11,5,451,1178,235,440,582,247,243
00000172,1,1,50,1,1,1,0,7,53,270,914,442,1155,30,486,1598
00000174,1,1,28,1,1,1,2,1,16,20,673,655,496,345,301,768
00000175,1,1,66,2,1,1,0,1,17,194,914,371,917,499,445,790
00000178,1,1,26,2,1,1,0,1,7,1376,252,1395,185,255,260,190
00000179,1,1,63,1,1,1,8,2,34,312,635,673,572,908,191,192
00000180,1,1,59,1,1,4,0,3,63,1369,914,679,350,487,442,683
00000181,1,1,61,2,2,2,0,1,18,614,676,1611,1525,1631,183,326
00000182,1,1,92,2,1,1,0,1,18,635,199,202,180,1172,215,440
00000184,1,1,51,2,1,1,0,1,11,2,440,701,170,191,824,165
00000186,1,1,65,1,1,1,0,1,7,1165,441,192,502,479,243,232
00000187,1,1,36,2,1,1,0,1,11,1093,22,1525,261,440,267,703
00000188,1,1,55,1,3,1,1,1,11,691,756,908,200,180,201,120
00000189,1,1,60,1,3,1,0,13,49,1425,770,775,396,440,689,190
00000192,1,1,88,1,2,2,0,2,33,543,1156,213,296,1157,1126,1158
00000193,1,1,29,1,2,2,0,1,17,150,218,205,192,190,191,1572
00000196,1,1,71,2,2,3,1,9,22,749,572,201,484,609,120,1059
00000197,1,1,54,1,3,1,31,3,63,1239,1281,1408,674,624,627,631
00000198,1,1,26,1,1,1,0,12,6,1432,496,158,441,152,1619,868
00000200,1,1,75,1,2,1,0,1,16,20,635,495,201,908,645,644
00000202,4,1,66,1,1,1,7,3,63,1209,1136,1141,673,1233,120,179
00000205,1,1,85,1,3,1,0,2,33,544,345,382,557,1246,147,1122
00000206,2,2,59,1,3,1,2,4,36,895,574,205,191,1578,1614,1545
00000208,1,1,60,1,2,2,0,1,14,857,345,587,382,381,845,143
00000210,1,1,69,2,3,1,0,1,12,734,1099,126,188,200,742,738
00000212,1,1,2,1,2,3,1,1,7,1405,1226,1224,1204,1410,376,109
00000213,5,2,0,2,1,1,0,14,27,1497,1035,1053,1050,1550,1545,1549
00000214,1,1,28,1,2,2,0,1,18,886,31,191,783,780,124,247
00000215,1,1,60,1,1,1,0,1,11,698,907,228,443,910,190,928
00000216,1,1,61,1,1,1,15,2,34,314,20,655,1175,544,574,1173
00000217,1,1,37,2,2,3,1,1,15,674,652,201,1374,1180,139,1587
00000218,1,1,32,1,1,1,0,3,63,1265,1251,120,1297,920,246,1460
00000220,1,1,53,2,1,1,0,1,9,590,728,120,205,1071,109,102
00000221,1,1,47,1,1,1,0,11,5,497,169,1533,247,192,614,1072
00000224,1,1,53,1,1,1,0,15,47,28,29,396,417,172,440,766
00000225,1,1,56,1,1,1,0,1,7,1383,366,869,236,191,1403,204
00000228,1,1,73,1,1,1,0,11,5,441,1173,496,205,920,582,1567
